ZZZZ,T0001,17:27:13,07-JUL-2025
ZZZZ,T0002,17:27:18,07-JUL-2025
ZZZZ,T0003,17:27:23,07-JUL-2025
ZZZZ,T0004,17:27:28,07-JUL-2025
ZZZZ,T0005,17:27:33,07-JUL-2025
ZZZZ,T0006,17:27:38,07-JUL-2025
ZZZZ,T0007,17:27:43,07-JUL-2025
ZZZZ,T0008,17:27:48,07-JUL-2025
ZZZZ,T0009,17:27:53,07-JUL-2025
ZZZZ,T0010,17:27:58,07-JUL-2025
ZZZZ,T0011,17:28:03,07-JUL-2025
ZZZZ,T0012,17:28:08,07-JUL-2025
ZZZZ,T0013,17:28:13,07-JUL-2025
ZZZZ,T0014,17:28:18,07-JUL-2025
ZZZZ,T0015,17:28:23,07-JUL-2025
ZZZZ,T0016,17:28:28,07-JUL-2025
ZZZZ,T0017,17:28:33,07-JUL-2025
ZZZZ,T0018,17:28:38,07-JUL-2025
ZZZZ,T0019,17:28:43,07-JUL-2025
ZZZZ,T0020,17:28:48,07-JUL-2025
ZZZZ,T0021,17:28:53,07-JUL-2025
ZZZZ,T0022,17:28:58,07-JUL-2025
ZZZZ,T0023,17:29:03,07-JUL-2025
ZZZZ,T0024,17:29:08,07-JUL-2025
ZZZZ,T0025,17:29:13,07-JUL-2025
ZZZZ,T0026,17:29:18,07-JUL-2025
ZZZZ,T0027,17:29:23,07-JUL-2025
ZZZZ,T0028,17:29:28,07-JUL-2025
ZZZZ,T0029,17:29:33,07-JUL-2025
ZZZZ,T0030,17:29:38,07-JUL-2025
ZZZZ,T0031,17:29:43,07-JUL-2025
ZZZZ,T0032,17:29:48,07-JUL-2025
ZZZZ,T0033,17:29:53,07-JUL-2025
ZZZZ,T0034,17:29:58,07-JUL-2025
ZZZZ,T0035,17:30:03,07-JUL-2025
ZZZZ,T0036,17:30:08,07-JUL-2025
ZZZZ,T0037,17:30:13,07-JUL-2025
ZZZZ,T0038,17:30:18,07-JUL-2025
ZZZZ,T0039,17:30:23,07-JUL-2025
ZZZZ,T0040,17:30:28,07-JUL-2025
ZZZZ,T0041,17:30:33,07-JUL-2025
ZZZZ,T0042,17:30:38,07-JUL-2025
ZZZZ,T0043,17:30:43,07-JUL-2025
ZZZZ,T0044,17:30:48,07-JUL-2025
ZZZZ,T0045,17:30:53,07-JUL-2025
ZZZZ,T0046,17:30:58,07-JUL-2025
ZZZZ,T0047,17:31:03,07-JUL-2025
ZZZZ,T0048,17:31:08,07-JUL-2025
ZZZZ,T0049,17:31:13,07-JUL-2025
ZZZZ,T0050,17:31:18,07-JUL-2025
ZZZZ,T0051,17:31:23,07-JUL-2025
ZZZZ,T0052,17:31:28,07-JUL-2025
ZZZZ,T0053,17:31:33,07-JUL-2025
ZZZZ,T0054,17:31:38,07-JUL-2025
ZZZZ,T0055,17:31:43,07-JUL-2025
ZZZZ,T0056,17:31:48,07-JUL-2025
ZZZZ,T0057,17:31:53,07-JUL-2025
ZZZZ,T0058,17:31:58,07-JUL-2025
ZZZZ,T0059,17:32:03,07-JUL-2025
ZZZZ,T0060,17:32:08,07-JUL-2025
